"description","seller","seller/address/0","seller/address/1","seller/address/2","seller/address/3","seller/address/4","seller/averageRating","seller/businessName","seller/id","seller/name","seller/phone","seller/reviewsCount","seller/url","galleryThumbnails/0","galleryThumbnails/1","galleryThumbnails/2","galleryThumbnails/3","galleryThumbnails/4","galleryThumbnails/5","galleryThumbnails/6","author","listPrice","listPrice/currency","listPrice/value","title","url","hasReviews","price","price/currency","price/value","shippingPrice","shippingPrice/currency","shippingPrice/value","delivery","stars","inStock","categoryPageData/isSponsored","categoryPageData/productPosition","categoryPageData/saleSummary"
"Logitech MX Mechanical Wireless Illuminated Performance Keyboard Introducing MX Mechanical - a full-size keyboard with extraordinary feel, precision, and performance. Low-profile mechanical typing delivers satisfying feedback in your choice of key switches – Tactile Quiet, Clicky, or Linear. MX Mechanical is crafted for ergonomic comfort, with smart illumination and easy-switch – allowing you to connect up to 3 devices and stay in your flow for hours. Product details: Weight: 29.2 oz (828 g) Dimensions (including keycaps): 1.02 x 17.08 x 5.18 in (26.1 x 433.85 x 131.55 mm) Compatible with Windows, macOS, Linux(4), Chrome OS(4), iOS(4), iPadOS(4), Android(4) operating systems Rechargeable Li-Po (1500 mAh) battery Optional software(1): Logi Options+ Important: FileVault might be enabled on your macOS computer, which could prevent you from entering your password at start or reboot when connected to Bluetooth. In this case, use Logi Bolt USB Receiver. Footnotes: (1) Requires Logi Options+ software, available for Windows and macOS (2) Not compatible with Logitech Unifying technology (3) Battery life may vary based on user and computing conditions (4) Device basic functions will be supported without software for operating systems other than Windows and macOS",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41FBNsAaL4L._AC_US.jpg","https://m.media-amazon.com/images/I/515GyyRtFxL._AC_US.jpg","https://m.media-amazon.com/images/I/51x9-RYqj4L._AC_US.jpg","https://m.media-amazon.com/images/I/41d3OyF---L._AC_US.jpg","https://m.media-amazon.com/images/I/41x2m97KW6L._AC_US.jpg","https://m.media-amazon.com/images/I/51kEZlU9BML._AC_US.jpg",,,,,,"Logitech MX Mechanical Wireless Illuminated Performance Keyboard, Tactile Quiet Switches, Backlit Keys, Bluetooth, USB-C, macOS, Windows, Linux, iOS, Android, Metal, ‎Graphite","https://www.amazon.com/dp/B09LK1P1RD","true",,"$","169",,,,"January 26 - 31","4.4","true","true","66",
,,,,,,,,,"ATIGULS0GJUT3","POWZAN",,,"https://www.amazon.com/sp?seller=ATIGULS0GJUT3","https://m.media-amazon.com/images/I/511fGgP9ZeL._AC_US.jpg","https://m.media-amazon.com/images/I/51tq20HeUCL._AC_US.jpg","https://m.media-amazon.com/images/I/51aoSgKJ4QL._AC_US.jpg","https://m.media-amazon.com/images/I/61j9Z1FMyvL._AC_US.jpg","https://m.media-amazon.com/images/I/41F-va4NBIL._AC_US.jpg","https://m.media-amazon.com/images/I/5150Lvxjn+L._AC_US.jpg",,,,,,"Aluminum Quiet Wired Keyboard Backlit- Slim Chiclet Keyboard Compatible with Apple iMac, MacBook, Mac and PC, USB Keyboard Numeric Keypad RGB Lighted Key - Silver White","https://www.amazon.com/dp/B08NJ2MGSB","true",,"$","47.99",,,,"Saturday, January 25","4.3","true","true","64",
"The K845 Mechanical Illuminated is a keyboard that melds precise mechanics with a modern aluminum design. Type comfortably with an adjustable tilt and mechanical key switches of your choice. 5 backlighting options let you customize your experience so you can type for hours — day or night. A durable design features long-life switches, moulded long-lasting characters, and an aluminum top case for modern productivity that lasts. It’s the typing feeling you love — now designed for work.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/31zxUqfJuqL._AC_US.jpg","https://m.media-amazon.com/images/I/51nFYSXbCTL._AC_US.jpg","https://m.media-amazon.com/images/I/41oYhNVL6AL._AC_US.jpg","https://m.media-amazon.com/images/I/51bSMJxCl7L._AC_US.jpg","https://m.media-amazon.com/images/I/41k1eHdOY5L._AC_US.jpg","https://m.media-amazon.com/images/I/41cBSJYhnoL._AC_US.jpg","https://m.media-amazon.com/images/I/51t3v2ZCSeL._AC_US.jpg",,,,,"Logitech K845 Mechanical Illuminated Keyboard, Strong Adjustable Tilt Legs, Full Size, Aluminum Top Case, 104 Keys, USB Corded, Windows (TTC Brown Switches)","https://www.amazon.com/dp/B089YFHYYS","true",,"$","59.99",,,,"Saturday, January 25","4.4","true","true","61",
,,,,,,,,,"A2C750YRG25DDM","RK ROYAL KLUDGE",,,"https://www.amazon.com/sp?seller=A2C750YRG25DDM","https://m.media-amazon.com/images/I/41kzOXcpqAL._AC_US.jpg","https://m.media-amazon.com/images/I/41luJrsHXKL._AC_US.jpg","https://m.media-amazon.com/images/I/41Bt7v59pGL._AC_US.jpg","https://m.media-amazon.com/images/I/41Cm2W6KHvL._AC_US.jpg","https://m.media-amazon.com/images/I/41KpxBT05HL._AC_US.jpg","https://m.media-amazon.com/images/I/513QBzn6LLL._AC_US.jpg",,,,,,"RK ROYAL KLUDGE R65 Wired Gaming Keyboard with Volume Knob, 60% Percent RGB Backlit Mechanical Keyboard Gasket Mount with PBT Keycaps, MDA Profile, QMK/VIA, 66 Keys Hot Swappable Cream Switch, Black","https://www.amazon.com/dp/B0CNP1BG1W","true",,"$","59.99",,,,"Saturday, January 25","4.6","true","true","63",
,,,,,,,,,"A3KVCQAKIT0F30","NIPAITechnology",,,"https://www.amazon.com/sp?seller=A3KVCQAKIT0F30","https://m.media-amazon.com/images/I/41hXH2NZ1pL._AC_US.jpg","https://m.media-amazon.com/images/I/51FQEwvDhrL._AC_US.jpg","https://m.media-amazon.com/images/I/517N83frdgL._AC_US.jpg","https://m.media-amazon.com/images/I/415ljmYq9bL._AC_US.jpg","https://m.media-amazon.com/images/I/51WypSPNxrL._AC_US.jpg","https://m.media-amazon.com/images/I/41Dod4RZC1L._AC_US.jpg",,,,,,"Wireless Keyboard and Mouse Ultra Slim Combo, TopMate 2.4G Silent Compact USB 2400DPI Mouse and Scissor Switch Keyboard Set with Cover, 2 AA & 2 AAA Batteries,for PC/Laptop/Windows/Mac-Rose Gold White","https://www.amazon.com/dp/B0CZ73CQSN","true",,"$","34.77",,,,"Saturday, January 25","4.2","true","true","60",
"M702 AZOTH EXTREME/NXSW",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41j2mMxaICL._AC_US.jpg","https://m.media-amazon.com/images/I/616gH-vvH-L._AC_US.jpg","https://m.media-amazon.com/images/I/51t1QxcoTPL._AC_US.jpg","https://m.media-amazon.com/images/I/51clacUZ6xL._AC_US.jpg","https://m.media-amazon.com/images/I/41kTavI2TsL._AC_US.jpg","https://m.media-amazon.com/images/I/51cTaivNvfL._AC_US.jpg","https://m.media-amazon.com/images/I/41L8-3V9egL._AC_US.jpg",,,,,"ROG Azoth Extreme 75 Custom Gaming Keyboard, Aluminum Chassis, Carbon Fiber Positioning Plate, Adjustable Gasket Mount, Three-Layer Dampening, Color OLED Touchscreen, ROG NX Snow Switches, PBT Keycaps","https://www.amazon.com/dp/B0D45ZHYZJ","true",,"$","499.99",,,,"Saturday, January 25","4.5","true","true","62",
"The Logitech Wireless Touch Keyboard K400 Plus lets you experience PC-to-TV entertainment the way you Watch video, browse the web, chat with friends and much more. The all-in-one keyboard with touchpad ends the hassle—and clutter—of multiple devices. And a 10-meter (33-foot) wireless range ensures your fun won’t be interrupted. Comfortable, quiet keys and a large (3.5-inch) touchpad make navigating entertainment effortless. Even setup is a snap thanks to the tiny, plug-and-play Unifying receiver. The 18-month battery life means you might even forget the keyboard needs batteries. 1 Wireless range may vary depending on operating environment and computer setup. Assumes up to two hours typing per day. Actual battery life will vary with use, settings and environmental conditions.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/31um--CUkEL._AC_US.jpg","https://m.media-amazon.com/images/I/41A6kDfJgWL._AC_US.jpg","https://m.media-amazon.com/images/I/51hHARy1eOL._AC_US.jpg","https://m.media-amazon.com/images/I/41Y1Xve1l+L._AC_US.jpg","https://m.media-amazon.com/images/I/51SwnGdgKmL._AC_US.jpg","https://m.media-amazon.com/images/I/51umgi1DeZL._AC_US.jpg",,,,,,"Logitech K400 Plus Wireless Touch With Easy Media Control and Built-in Touchpad, HTPC Keyboard for PC-connected TV, Windows, Android, Chrome OS, Laptop, Tablet - Black","https://www.amazon.com/dp/B014EUQOGK","true",,"$","27.99",,,,"January 25 - 27","4.4","true","true","58",
"Master your flow with the MX Keys S Combo Wireless Mouse and Keyboard — the ultimate combo that combines the power of the fluid, fast precision typing of MX Keys S Wireless Keyboard with the precise, fast scrolling experience of MX Master 3S Wireless Mouse. Product details MX Keys S Keyboard: Weight: 810 g Dimensions : 20.5 x 430.2 x 131.63 mm Rechargeable Li-Po (1500 mAh) battery Optional Customization app(1): Logi Options+ Important: FileVault might be enabled on your macOS computer, which could prevent you from entering your password at start or reboot when connected to Bluetooth. In this case, use the Logi Bolt USB Receiver. Product details MX Master 3S Mouse: Weight: 141 g Dimensions: 51 x 84.3 x 124.9 mm Rechargeable Li-Po (500 mAh) battery Sensor Technology: Darkfield high precision Buttons: 7 buttons (Left/Right-click, Back/Forward, App-Switch, Wheel Mode-Shift, Middle click), Scroll Wheel, Thumbwheel, Gesture button Optional Customization App (1): Logi Options+ Both devices are compatible with Windows, macOS, Linux, Chrome OS, iPadOS, Android operating systems (6). (1) Requires Logi Options+ app, available for Windows and macOS. (2) Compared to Logitech Master 2S mouse with Logitech Options installed and Smooth scrolling enabled. (3) Compared to regular Logitech Mouse without an electromagnetic scroll wheel. (4) 4 mm minimum glass thickness. (5) The combo is not compatible with other Logitech USB receivers. (6) Device basic functions will be supported without software for other systems than Windows and macOS. (7) Battery life may vary based on user and computing conditions. (8) Excludes plastic in printed wiring assembly (PWA), receiver, wire, FFC cable, and packaging.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/31XVO7QXzDL._AC_US.jpg","https://m.media-amazon.com/images/I/515I-R-cnpL._AC_US.jpg","https://m.media-amazon.com/images/I/51XjstU-o-L._AC_US.jpg","https://m.media-amazon.com/images/I/41Btn7As6OL._AC_US.jpg","https://m.media-amazon.com/images/I/412B4mxLamL._AC_US.jpg","https://m.media-amazon.com/images/I/41dmP2yMuHL._AC_US.jpg",,,,,,"Logitech MX Master 3S Keys S Combo - Performance Wireless Keyboard and Mouse with Palm Rest, Customizable Illumination, Fast Scrolling, Bluetooth, USB C, for Windows, Linux, Chrome, Mac","https://www.amazon.com/dp/B0BKVY4WKT","true",,"$","198.6",,,,"Saturday, January 25","4.5","true","true","57",
"The Corsair K70 RGB PRO gaming keyboard has Cherry MX RGB Speed mechanical switches for fast, linear keystrokes and smooth, rapid-fire inputs during gameplay.",,,,,,,,,"A2YRDP9TGVDAYI","Only1deal",,,"https://www.amazon.com/sp?seller=A2YRDP9TGVDAYI","https://m.media-amazon.com/images/I/418AsoHmjyL._AC_US.jpg","https://m.media-amazon.com/images/I/41AIcrQqVQL._AC_US.jpg","https://m.media-amazon.com/images/I/51DDR+vvIGL._AC_US.jpg","https://m.media-amazon.com/images/I/41N71WP57jL._AC_US.jpg","https://m.media-amazon.com/images/I/51MnQAMCB5L._AC_US.jpg","https://m.media-amazon.com/images/I/51ESEpuBKOL._AC_US.jpg","https://m.media-amazon.com/images/I/51jp8ndUupL._AC_US.jpg",,,,,"Corsair K70 RGB PRO Wired Mechanical Gaming Keyboard CH-9109414 -Cherry MX RGB Speed Switches: Linear and Rapid (Renewed)","https://www.amazon.com/dp/B0B99LCF7C","true",,"$","74.99",,,,"Saturday, January 25","4.7","true","true","55",
,,,,,,,,,"A2B2UV1NG3QUYV","Keychron Direct",,,"https://www.amazon.com/sp?seller=A2B2UV1NG3QUYV","https://m.media-amazon.com/images/I/41GdrDKwGaL._AC_US.jpg","https://m.media-amazon.com/images/I/51wPwKIGNUL._AC_US.jpg","https://m.media-amazon.com/images/I/51r6TXG30EL._AC_US.jpg","https://m.media-amazon.com/images/I/41wEhLx7TqL._AC_US.jpg","https://m.media-amazon.com/images/I/51uFGlWyCrL._AC_US.jpg","https://m.media-amazon.com/images/I/51qDyzsFrnL._AC_US.jpg","https://m.media-amazon.com/images/I/41xQPTYIf3L._AC_US.jpg",,,,,"Keychron V6 Wired Custom Mechanical Keyboard Knob Version, Full-size QMK/VIA Programmable Macro with Hot-swappable Keychron K Pro Brown Switch Compatible with Mac Windows Linux Black (Non-Transparent)","https://www.amazon.com/dp/B0B2DMKFM5","true",,"$","89.99",,,,"Saturday, January 25","4.6","true","true","52",
,,,,,,,,,"A31XCF3C216O31","EPOMAKER",,,"https://www.amazon.com/sp?seller=A31XCF3C216O31","https://m.media-amazon.com/images/I/41Y6WCy7ljL._AC_US.jpg","https://m.media-amazon.com/images/I/51IM6ik5P0L._AC_US.jpg","https://m.media-amazon.com/images/I/51CI5ZFovBL._AC_US.jpg","https://m.media-amazon.com/images/I/518c2eh7L7L._AC_US.jpg","https://m.media-amazon.com/images/I/51STgKag6-L._AC_US.jpg","https://m.media-amazon.com/images/I/41Nmqysre-L._AC_US.jpg",,,,,,"EPOMAKER x Aula F75 Gasket Mechanical Keyboard, 75% Wireless Hot Swappable Gaming Keyboard with Five-Layer Padding&Knob, Bluetooth/2.4GHz/USB-C, RGB (Green, LEOBOG Reaper Switch)","https://www.amazon.com/dp/B0CNT2JSDH","true",,"$","79.99",,,,"Saturday, January 25","4.7","true","true","54",
,,,,,,,,,"A3V2ZVEJH1XGB7","MageGee Direct",,,"https://www.amazon.com/sp?seller=A3V2ZVEJH1XGB7","https://m.media-amazon.com/images/I/415jKwYASrL._AC_US.jpg","https://m.media-amazon.com/images/I/51Za4GHy4HL._AC_US.jpg","https://m.media-amazon.com/images/I/41VJzX4WiML._AC_US.jpg","https://m.media-amazon.com/images/I/519iTqKQLkL._AC_US.jpg","https://m.media-amazon.com/images/I/51IJvyeHg3L._AC_US.jpg","https://m.media-amazon.com/images/I/51VzGGlpKiL._AC_US.jpg",,,,"$","36.99","Gaming Keyboard and Mouse Combo, K1 RGB LED Backlit Keyboard with 104 Key for PC/Laptop(White)","https://www.amazon.com/dp/B07W6ZTMWP","true",,"$","29.99",,,,"Saturday, January 25","4.4","true","true","51",
"G213 Prodigy slim body is durable, precise, and spill-resistant, G213 Prodigy is designed for the way you play. With performance tuned keys, G213 Prodigy brings together the best in tactile feel and gaming-grade performance. Keys on the G213 Prodigy are tuned to deliver ultra-quick, responsive feedback that is up to 4 times faster than the keys on standard keyboards, while the anti-ghosting gaming Matrix keeps you in control even when multiple keys are pressed simultaneously. Add a personal touch to your system with customizable RGB lighting Zones or play, pause, and mute music and videos instantly with media controls. G213 Prodigy is a full-sized keyboard designed for gaming and productivity.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41RE58GkOXL._AC_US.jpg","https://m.media-amazon.com/images/I/51LtY8jImkL._AC_US.jpg","https://m.media-amazon.com/images/I/411LZcX3CCL._AC_US.jpg","https://m.media-amazon.com/images/I/41R23r0RaUL._AC_US.jpg","https://m.media-amazon.com/images/I/41lePKaJabL._AC_US.jpg","https://m.media-amazon.com/images/I/41igFOn6+EL._AC_US.jpg",,,,"$","69.99","Logitech G213 Prodigy Gaming Keyboard, LIGHTSYNC RGB Backlit Keys, Spill-Resistant, Customizable Keys, Dedicated Multi-Media Keys – Black","https://www.amazon.com/dp/B07QGHK6Q8","true",,"$","46.3",,,,"February 3 - 24","4.5","true","true","56",
,,,,,,,,,"A3OWNXQM2IA5GK","Trueq Tech",,,"https://www.amazon.com/sp?seller=A3OWNXQM2IA5GK","https://m.media-amazon.com/images/I/41A+3B8tK8L._AC_US.jpg","https://m.media-amazon.com/images/I/41g-t6v+WiL._AC_US.jpg","https://m.media-amazon.com/images/I/51rt8GlpdsL._AC_US.jpg","https://m.media-amazon.com/images/I/51NrntfDilL._AC_US.jpg","https://m.media-amazon.com/images/I/414Mql6bOeL._AC_US.jpg","https://m.media-amazon.com/images/I/41XSgQL3sIL._AC_US.jpg",,,,,,"Wireless Keyboard and Mouse - Cute Typewriter Keyboard with Detachable Wrist Rest, Retro Round Keycaps, Foldable Legs, 2.4GHz Full-Size Keyboard Combo for PC, Laptop, Windows - Trueque (Colorful-Pink)","https://www.amazon.com/dp/B0D2ZM2N1H","true",,"$","37.99",,,,"Saturday, January 25","4.4","true","true","53",
,,,,,,,,,"A9TV4QL8DFMM5","AULA MALL",,,"https://www.amazon.com/sp?seller=A9TV4QL8DFMM5","https://m.media-amazon.com/images/I/51FECyi9omL._AC_US.jpg","https://m.media-amazon.com/images/I/51slWfoOQaL._AC_US.jpg","https://m.media-amazon.com/images/I/5115y1itxQL._AC_US.jpg","https://m.media-amazon.com/images/I/51P2CYbkv8L._AC_US.jpg","https://m.media-amazon.com/images/I/51qRr97pGUL._AC_US.jpg","https://m.media-amazon.com/images/I/51O1wRv2blL._AC_US.jpg",,,,,,"AULA F2088 Typewriter Style Mechanical Gaming Keyboard Blue Switches,Rainbow LED Backlit,Removable Wrist Rest,Media Control Knob,Retro Punk Round Keycaps,USB Wired Computer Keyboard","https://www.amazon.com/dp/B09DKQWTNC","true",,"$","48.99",,,,"Saturday, January 25","4.6","true","true","81",
,,,,,,,,,"A2GNU13E1B5LXB","SABLUTE Inc",,,"https://www.amazon.com/sp?seller=A2GNU13E1B5LXB","https://m.media-amazon.com/images/I/518fx8yfQUL._AC_US.jpg","https://m.media-amazon.com/images/I/511oYk+cAWL._AC_US.jpg","https://m.media-amazon.com/images/I/41uGDorVP4L._AC_US.jpg","https://m.media-amazon.com/images/I/41YDx7ZR7DL._AC_US.jpg","https://m.media-amazon.com/images/I/515eayZrDSL._AC_US.jpg","https://m.media-amazon.com/images/I/51hcyNtb96L._AC_US.jpg",,,,,,"SABLUTE Large Print Backlit Computer Keyboards, Wired Lighted USB Keyboards with 7-Color Backlit, Wrist Rest, Phone Holder, Easy to Read and Type for Laptop, PC, Windows, Desktop","https://www.amazon.com/dp/B0CDFMW94G","true",,"$","29.99",,,,"Saturday, January 25","4.3","true","true","85",
,,,,,,,,,"A32ZXSC69MZ8DX","SILICONES Direct",,,"https://www.amazon.com/sp?seller=A32ZXSC69MZ8DX","https://m.media-amazon.com/images/I/51PkiTRSwDL._AC_US.jpg","https://m.media-amazon.com/images/I/51rdDZUy3cL._AC_US.jpg","https://m.media-amazon.com/images/I/51y3NBSV1xL._AC_US.jpg","https://m.media-amazon.com/images/I/51QwC2oFkAL._AC_US.jpg","https://m.media-amazon.com/images/I/51mUBP-3cLL._AC_US.jpg","https://m.media-amazon.com/images/I/51-cNiu8OuL._AC_US.jpg",,,,"$","34.99","TECKNET Gaming Keyboard, 104 Keys RGB Keyboard, All-Metal Panel, 15-Zone RGB Illumination, Silent Keyboard, 25 Anti-ghosting Keys, IP32 Water Resistance, USB Wired Keyboard for PC, Mac, Laptop","https://www.amazon.com/dp/B0D17C3ZVJ","true",,"$","26.99",,,,"Saturday, January 25","4.3","true","true","79",
,,,,,,,,,"A32LBE1E3WV7OQ","MageGee Online Store",,,"https://www.amazon.com/sp?seller=A32LBE1E3WV7OQ","https://m.media-amazon.com/images/I/410bgGFxXxL._AC_US.jpg","https://m.media-amazon.com/images/I/41Vi2nYNRBL._AC_US.jpg","https://m.media-amazon.com/images/I/41FRSSt+5zL._AC_US.jpg","https://m.media-amazon.com/images/I/41qFYRwC8EL._AC_US.jpg","https://m.media-amazon.com/images/I/410DQn+-DgL._AC_US.jpg","https://m.media-amazon.com/images/I/416xdSBCcbL._AC_US.jpg",,,,,,"MageGee 75% Mechanical Gaming Keyboard with Blue Switch, LED Blue Backlit Keyboard, 87 Keys Compact TKL Wired Computer Keyboard for Windows Laptop PC Gamer - Blue/White","https://www.amazon.com/dp/B09M9HB4PV","true",,"$","29.99",,,,"Saturday, January 25","4.2","true","true","84",
"Type and click across computers effortlessly with the Logitech MK955 Signature Slim Wireless Keyboard and Mouse Combo made out of recycled plastic (8).. Make work-life magic with customization and shortcuts that keep you in control of your wireless mouse and keyboard. Enjoy fast, precise scrolling and a familiar laptop-style keyboard feel that allows you to work even smarter with the Logi Options+ App’s custom shortcuts (3) (4) (5). Quiet keyboard typing and mouse clicking (7) give you more focus and less disturbance to others. Connect wirelessly with Bluetooth or the included Logi Bolt USB receiver, and stay concentrated for longer with up to 36 months of battery life for the wireless keyboard and 24 months for the wireless mouse (1) for larger hands.",,"410 Terry Ave N","Seattle","WA","98109","US",,"Amazon.com, Inc.",,"Amazon.com","1-206-266-1000",,"https://www.amazon.com","https://m.media-amazon.com/images/I/41Zs7s1NZ9L._AC_US.jpg","https://m.media-amazon.com/images/I/412z2GinYCL._AC_US.jpg","https://m.media-amazon.com/images/I/513o32iwogL._AC_US.jpg","https://m.media-amazon.com/images/I/516PnG1A2-L._AC_US.jpg","https://m.media-amazon.com/images/I/51pKFvApHDL._AC_US.jpg","https://m.media-amazon.com/images/I/41g-lGA9AvL._AC_US.jpg",,,,,,"Logitech MK955 Signature Slim Wireless Keyboard and Mouse Combo, for Larger Hands, Quiet Typing and Clicking, Switch Across Three Devices, Bluetooth, Multi-OS, for Windows and Mac - Graphite","https://www.amazon.com/dp/B0C75QFJMP","true",,"$","99.99",,,,"Saturday, January 25","4.5","true","true","78",
,,,,,,,,,"A37KLA6KEX1N12","J-Devol",,,"https://www.amazon.com/sp?seller=A37KLA6KEX1N12","https://m.media-amazon.com/images/I/51YgtBvryyL._AC_US.jpg","https://m.media-amazon.com/images/I/51-BR48NCYL._AC_US.jpg","https://m.media-amazon.com/images/I/51NI9Bf4KQL._AC_US.jpg","https://m.media-amazon.com/images/I/51-G9pkH4QL._AC_US.jpg","https://m.media-amazon.com/images/I/51RG6AjHAPL._AC_US.jpg","https://m.media-amazon.com/images/I/51EokOXzlrL._AC_US.jpg",,,,"$","100","RK ROYAL KLUDGE S108 Typewriter Keyboard, Retro Mechanical Gaming Keyboard Wired 108 Keys with RGB Backlit Sidelight, Detachable Wrist Rest, Round Keycaps Blue Switches - Black","https://www.amazon.com/dp/B07XVCP7F5","true",,"$","59.99",,,,"Saturday, January 25","4.5","true","true","83",
,,,,,,,,,"A1EFL1J69ZJCO9","Jukegear",,,"https://www.amazon.com/sp?seller=A1EFL1J69ZJCO9","https://m.media-amazon.com/images/I/412hqaU+hQL._AC_US.jpg","https://m.media-amazon.com/images/I/41tHsKAdP7L._AC_US.jpg","https://m.media-amazon.com/images/I/517Df5EUadL._AC_US.jpg","https://m.media-amazon.com/images/I/41xMLgU-1eL._AC_US.jpg","https://m.media-amazon.com/images/I/41DSz97pvML._AC_US.jpg","https://m.media-amazon.com/images/I/41PmW5ilWWL._AC_US.jpg",,,,"$","59.99","Macally Backlit Mac Keyboard Wired - Quiet, Sleek, and Functional - 3 Brightness Levels, 107 Keys - 5ft USB Wired Apple Keyboard - Backlit Wired Keyboard for Mac, iMac, MacBook Pro/Air - Space Gray","https://www.amazon.com/dp/B092QRLTZ3","true",,"$","49.99",,,,"Saturday, January 25","4.5","true","true","76",
,,,,,,,,,"A2FK9EP27A6ZE6","Redragon Shop",,,"https://www.amazon.com/sp?seller=A2FK9EP27A6ZE6","https://m.media-amazon.com/images/I/410Nzc4oy5S._AC_US.jpg","https://m.media-amazon.com/images/I/41MpOb8HpCS._AC_US.jpg","https://m.media-amazon.com/images/I/31LaRM0Br1S._AC_US.jpg","https://m.media-amazon.com/images/I/41DYcjTbw7L._AC_US.jpg","https://m.media-amazon.com/images/I/41AsfNJ6fHL._AC_US.jpg","https://m.media-amazon.com/images/I/513viBaSA8L._AC_US.jpg",,,,"$","44.99","Redragon K582 RGB LED Backlit Mechanical Gaming Keyboard, 100% Standard Layout Gaming Keyboard with Upgraded Hot-Swap Socket, 104 Keys Linear Red Switches","https://www.amazon.com/dp/B07KCRTN9Q","true",,"$","39.99",,,,"Saturday, January 25","4.6","true","true","80",
,,,,,,,,,"A2FK9EP27A6ZE6","Redragon Shop",,,"https://www.amazon.com/sp?seller=A2FK9EP27A6ZE6","https://m.media-amazon.com/images/I/416QgkHILUL._AC_US.jpg","https://m.media-amazon.com/images/I/413hshTVyKL._AC_US.jpg","https://m.media-amazon.com/images/I/51tw1vGlmtL._AC_US.jpg","https://m.media-amazon.com/images/I/41kbwGaXGSL._AC_US.jpg","https://m.media-amazon.com/images/I/41+QKumxrzL._AC_US.jpg","https://m.media-amazon.com/images/I/41iRBmnqfiL._AC_US.jpg",,,,,,"Redragon K512 Shiva RGB Backlit Membrane Gaming Keyboard with Multimedia Keys, Linear Mechanical-Feel Switch, 6 Extra On-Board Macro Keys, Dedicated Media Control, Detachable Wrist Rest","https://www.amazon.com/dp/B07ZV2CKH4","true",,"$","36.99",,,,"Saturday, January 25","4.5","true","true","74",
,,,,,,,,,"ALSLF3ULUWXC6","Arteck",,,"https://www.amazon.com/sp?seller=ALSLF3ULUWXC6","https://m.media-amazon.com/images/I/51EltYkPAdL._AC_US.jpg","https://m.media-amazon.com/images/I/41y8JliznHL._AC_US.jpg","https://m.media-amazon.com/images/I/51BvXPeHShL._AC_US.jpg","https://m.media-amazon.com/images/I/410P1Zy1LoL._AC_US.jpg","https://m.media-amazon.com/images/I/51LmzjGbYoL._AC_US.jpg","https://m.media-amazon.com/images/I/51ZsJ1rtB5L._AC_US.jpg",,,,"$","35.99","Arteck Backlit USB Wired Full Size Keyboard with Media Hotkey for PC and Laptop","https://www.amazon.com/dp/B09STTTKBK","true",,"$","31.99",,,,"Saturday, January 25","4.5","true","true","73",
,,,,,,,,,"A19P1OE43Y3F5A","Keychron Keyboard",,,"https://www.amazon.com/sp?seller=A19P1OE43Y3F5A","https://m.media-amazon.com/images/I/31QS87iIEQL._AC_US.jpg","https://m.media-amazon.com/images/I/41On9QhFxPL._AC_US.jpg","https://m.media-amazon.com/images/I/514wxEskdlL._AC_US.jpg","https://m.media-amazon.com/images/I/51+CWJUTuCL._AC_US.jpg","https://m.media-amazon.com/images/I/31iqFYTAcYL._AC_US.jpg","https://m.media-amazon.com/images/I/51ymScJEhCL._AC_US.jpg","https://m.media-amazon.com/images/I/41yQoJVa82L._AC_US.jpg",,,,,"Keychron C2 Full Size Wired Mechanical Keyboard Compatible with Mac, Keychron Brown Switch, 104 Keys ABS Retro Color Keycaps Gaming Keyboard for Windows, USB-C Type-C Braid Cable","https://www.amazon.com/dp/B09JG7KRC7","true",,"$","56.99",,,,"Saturday, January 25","4.5","true","true","72",
